host	n_obs_alone	n_obs_with_par	n_obs_tot	known_plant	selection_test_01	phylum	class	order	family	subfamily	tribe	genus	n_in_10_best_march_2019	n_obs_with_col_event	n_col_event
phostria_oajacalis	3	8	11	3	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Phostria	NA	3	3
phostria_samealis	25	3	28	9	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Phostria	NA	18	10
phostria_solis237	31	3	34	7	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Phostria	NA	26	16
phostria_temira	39	1	40	22	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Phostria	NA	38	27
phostria_truncatalis	20	9	29	12	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Phostria	NA	18	15
phostria_vitrifera	26	16	42	17	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Phostria	NA	18	16
phricanthes_flexilineana	67	7	74	4	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Phricanthes	NA	55	31
phrudocentra_pupillatadhj02	53	1	54	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Geometrinae	NA	Phrudocentra	NA	45	33
phrygionis_privignaria	136	1	137	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Phrygionis	NA	86	58
phuphena_cilix	3	2	5	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	Phosphilini	Phuphena	NA	3	2
phuphena_multilinea	78	42	120	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctuinae	Phosphilini	Phuphena	NA	76	39
phybiolep01_biolep181	6	1	7	3	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyBioLep01	NA	6	4
phybiolep01_biolep714	22	2	24	10	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyBioLep01	NA	16	12
phybiolep01_biolep734	19	1	20	1	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyBioLep01	NA	8	6
phybiolep01_biolep740	9	1	10	4	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyBioLep01	NA	6	5
phybiolep01_biolep757	23	16	39	4	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyBioLep01	NA	23	9
phybiolep01_biolep758	50	3	53	11	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyBioLep01	NA	35	11
phybiolep01_biolep761	28	3	31	0	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyBioLep01	NA	26	13
phybiolep01_biolep769	9	1	10	3	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyBioLep01	NA	9	8
phyjanzen01_janzen856	57	13	70	19	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyJanzen01	NA	48	39
phyjanzen01_janzen857	23	3	26	9	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	NA	phyJanzen01	NA	15	12
phyllodonta_indeterminatadhj03	11	1	12	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Phyllodonta	NA	10	9
phyllodonta_latrata	73	18	91	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Phyllodonta	NA	65	35
phyprosopus_parthenope	40	4	44	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	NA	Phyprosopus	NA	30	26
physocleora_pauper	6	1	7	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Physocleora	NA	6	4
pierella_incanescens	15	60	75	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Pierella	NA	15	15
pieriballia_noctipennis	2	5	7	0	n	Arthropoda	Insecta	Lepidoptera	Pieridae	Pierinae	NA	Pieriballia	NA	2	2
piletosoma_thialisdhj01	52	1	53	21	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Piletosoma	NA	38	26
piletosoma_thialisdhj02	95	17	112	44	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Piletosoma	NA	69	42
piletosoma_thialisdhj03	200	43	243	137	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Piletosoma	NA	166	103
pilocrocis_purpurascens	127	123	250	49	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Pilocrocis	NA	66	49
pilocrocis_ramentalis	44	22	66	9	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Pilocrocis	NA	42	31
pilocrocis_xanthozonalis	38	5	43	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Pilocrocis	NA	32	11
pirascca_arbuscula	14	6	20	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Pirascca	NA	14	8
pirascca_tyriotes	70	1	71	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Pirascca	NA	43	27
platynota_brown007	99	1	100	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Platynota	NA	64	51
platynota_brown24	14	4	18	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Platynota	NA	13	11
platynota_obliqua	13	2	15	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Platynota	NA	10	10
platynota_rostranadhj01	22	3	25	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Platynota	NA	20	18
platynota_rostranadhj02	71	3	74	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Platynota	NA	55	45
platynota_subargentea	147	1	148	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Tortricinae	NA	Platynota	NA	130	109
pleuroprucha_rudimentaria	11	3	14	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Pleuroprucha	NA	11	6
pleuroptya_solis01	0	10	10	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pleuroptya_solis04	0	162	162	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
plusiodonta_clavifera	52	3	55	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Calpini	Plusiodonta	NA	50	45
plusiodonta_nitissima	88	4	92	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Calpini	Plusiodonta	NA	68	54
plynteria_marginata	26	2	28	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Plynteria	NA	16	13
pococera_sabbasadhj03	18	1	19	6	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	NA	Pococera	NA	16	13
pococera_sadotha	67	103	170	35	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	NA	Pococera	NA	49	42
podalia_contigua	15	2	17	0	n	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Megalopyginae	NA	Podalia	NA	11	8
poliopastea_auripes	9	7	16	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Poliopastea	NA	9	8
poliopastea_evelina	102	5	107	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Poliopastea	NA	94	35
poliopastea_janzen02	103	27	130	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Poliopastea	NA	84	54
poliopastea_laciades	0	2	2	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
polyctor_cleta	34	7	41	28	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Polyctor	NA	33	32
polyctor_enops	42	4	46	33	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Polyctor	NA	31	27
polyctor_polyctor	146	11	157	120	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Polyctor	NA	112	101
polygonus_leo	46	33	79	27	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Polygonus	NA	29	27
polygonus_savigny	0	2	2	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
polyortha_janzen226	55	6	61	1	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Chlidanotinae	NA	Polyortha	NA	19	15
polythrix_asine	9	33	42	7	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Polythrix	NA	8	8
polythrix_auginus	19	3	22	11	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Polythrix	NA	18	18
polythrix_caunus	53	11	64	37	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Polythrix	NA	43	42
polythrix_kanshul	26	4	30	22	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Polythrix	NA	20	20
polythrix_octomaculata	19	1	20	14	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Polythrix	NA	13	13
ponometia_bruchi	49	2	51	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acontiinae	Acontiini	Ponometia	NA	49	32
porphyrogenes_peterwegei	97	21	118	83	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Porphyrogenes	NA	83	82
portentomorpha_xanthialis	125	38	163	30	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Portentomorpha	NA	118	69
prenesta_janzen196	18	15	33	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Prenesta	NA	15	10
prenesta_scyllalis	1	11	12	0	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Prenesta	NA	NA	NA
prenesta_scyllalisdhj01	93	1	94	28	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Prenesta	NA	70	45
prenesta_scyllalisdhj02	94	10	104	31	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Prenesta	NA	87	44
prenesta_scyllalisdhj03	12	15	27	2	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Prenesta	NA	9	6
prepona_demodice	32	6	38	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Charaxinae	NA	Prepona	NA	24	24
prepona_laertes	49	9	58	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Charaxinae	NA	Prepona	NA	48	40
prochoerodes_striata	23	1	24	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Prochoerodes	NA	16	11
prochoerodes_tetragonata	33	1	34	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Prochoerodes	NA	29	22
prolimacodes_badia	4	5	9	0	n	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	NA	Prolimacodes	NA	4	3
prorifrons_antonia	6	1	7	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Lasiocampinae	NA	Prorifrons	NA	6	4
prorifrons_tremula	62	1	63	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Lasiocampinae	NA	Prorifrons	NA	58	34
protambulyx_strigilis	22	67	89	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Smerinthinae	Ambulycini	Protambulyx	NA	22	21
proteides_mercurius	32	19	51	26	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Proteides	NA	25	25
protographium_epidaus	18	19	37	0	n	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilioninae	NA	Protographium	7	16	14
protographium_philolaus	9	5	14	0	n	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilioninae	NA	Protographium	NA	7	7
psaliodes_janzen03	33	3	36	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Psaliodes	NA	32	16
psaliodes_janzen05	63	99	162	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Psaliodes	NA	47	30
psaliodes_janzen231	10	2	12	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Psaliodes	NA	7	5
psaliodes_janzen326	20	4	24	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Psaliodes	NA	14	11
psaliodes_janzen327	3	1	4	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Psaliodes	NA	3	2
psaliodes_janzen457	17	3	20	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Psaliodes	NA	15	9
psaliodes_janzen54	26	4	30	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Psaliodes	NA	17	10
psara_obscuralis	19	1	20	13	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Psara	NA	16	14
psara_obscuralisdhj01	48	11	59	32	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Psara	NA	44	28
psara_obscuralisdhj02	96	3	99	56	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Psara	NA	79	36
pseudasellodes_fenestraria	11	4	15	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Pseudasellodes	NA	2	2
pseudasellodes_fenestrariadhj01	13	1	14	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Pseudasellodes	NA	6	6
pseudatteria_volcanica	67	4	71	0	n	Arthropoda	Insecta	Lepidoptera	Tortricidae	Chlidanotinae	NA	Pseudatteria	NA	39	27
pseudbarydia_crespula	4	4	8	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Pseudbarydia	NA	4	1
pseudodebis_celia	47	2	49	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Pseudodebis	NA	4	2
pseudodirphia_menander	63	3	66	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Pseudodirphia	NA	59	45
pseudodirphia_regia	48	1	49	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Pseudodirphia	NA	40	33
pseudodryas_amathyntadhj02	26	1	27	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Pseudodryas	NA	26	23
pseudonascus_paulliniae	26	78	104	17	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eudaminae	NA	Pseudonascus	NA	21	21
pseudophaloe_troetschi	17	4	21	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Pseudophaloe	NA	16	15
pseudosphinx_tetrio	91	3	94	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Pseudosphinx	NA	56	39
psilocorsis_janzen369	34	1	35	12	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Depressariinae	NA	Psilocorsis	NA	26	8
psilosetia_pura	56	6	62	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Psilosetia	NA	52	35
psoralis_janzen38	5	4	9	5	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Psoralis	NA	5	5
pterobiolep01_biolep04	12	1	13	0	n	Arthropoda	Insecta	Lepidoptera	Pterophoridae	NA	NA	pteroBioLep01	NA	12	10
pterojanzen01_janzen05	16	11	27	0	n	Arthropoda	Insecta	Lepidoptera	Pterophoridae	NA	NA	pteroJanzen01	NA	16	10
pterojanzen01_janzen22	4	9	13	0	n	Arthropoda	Insecta	Lepidoptera	Pterophoridae	NA	NA	pteroJanzen01	NA	1	1
pterourus_bryki	22	2	24	0	n	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilioninae	NA	Pterourus	NA	18	18
ptiloscola_dargei	2	16	18	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Ceratocampinae	NA	Ptiloscola	NA	2	2
pycnarmon_biolep66	15	2	17	6	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Pycnarmon	NA	15	11
pyralidjanzen01_janzen06	7	4	11	0	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	NA	NA	pyralidJanzen01	NA	2	2
pyrausta_decetialisdhj02	45	3	48	4	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Pyrausta	NA	45	34
pyrgus_oileus	4	24	28	1	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Pyrgus	NA	1	1
pyrinia_itunaria	53	7	60	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Pyrinia	NA	44	34
pyrinia_janzen02	41	2	43	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Pyrinia	NA	36	24
pyrinia_sanitaria	6	1	7	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Pyrinia	NA	4	4
pyrrhopyge_crida	50	19	69	46	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Pyrrhopyge	NA	49	47
pyrrhopyge_zenodorus	6	52	58	0	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Pyrrhopyge	NA	NA	NA
pythonides_amaryllis	34	43	77	31	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Pythonides	NA	33	33
pythonides_proxenus	40	9	49	32	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Pythonides	NA	33	31
pythonides_pteras	11	1	12	7	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Pythonides	NA	8	6
quadraforma_obliqualis	9	3	12	6	n	Arthropoda	Insecta	Lepidoptera	Pyralidae	Epipaschiinae	NA	Quadraforma	NA	8	7
quadrus_cerialis	64	276	340	58	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Quadrus	NA	58	56
quadrus_contubernalis	25	3	28	21	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Quadrus	NA	23	20
quadrus_francesius	24	3	27	16	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Quadrus	NA	24	22
quadrus_lugubris	27	5	32	22	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Quadrus	NA	22	22
quasimellana_antipazina	58	34	92	47	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Quasimellana	NA	49	34
quasimellana_burns01	55	2	57	26	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Quasimellana	NA	46	41
quasimellana_nayana	13	2	15	10	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Quasimellana	NA	11	11
quasimellana_servilius	6	3	9	6	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Quasimellana	NA	6	6
quentalia_chromana	7	11	18	0	n	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombycinae	NA	Quentalia	NA	1	1
quentalia_chromanadhj01	121	2	123	0	n	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombycinae	NA	Quentalia	NA	104	69
quinta_cannae	95	29	124	66	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Quinta	NA	71	62
radosa_ordinata	100	21	121	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Radosa	NA	58	46
ramphia_albizona	3	10	13	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Catocalinae	NA	Ramphia	NA	3	2
remella_remus	22	1	23	18	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Remella	NA	22	19
renodes_curviluna	63	4	67	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Panopodini	Renodes	NA	40	27
renodes_poole04	37	2	39	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Panopodini	Renodes	NA	21	7
renodes_poole06	22	2	24	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Panopodini	Renodes	NA	15	10
rhapigia_aymara	31	1	32	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Rhapigia	NA	29	28
rhectocraspeda_biolep70	18	4	22	4	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Rhectocraspeda	NA	11	10
rhectocraspeda_periusalis	183	68	251	82	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Pyraustinae	NA	Rhectocraspeda	NA	143	85
rhescyntis_hippodamia	54	2	56	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Arsenurinae	Arsenurini	Rhescyntis	NA	47	35
rhetus_castigatus	6	1	7	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Rhetus	NA	2	2
rhinthon_cubana	0	4	4	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rhinthon_molion	24	17	41	20	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Rhinthon	NA	21	18
rhinthon_osca	8	114	122	8	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Rhinthon	NA	2	2
rhobonda_gaurisanadhj10	2	4	6	0	n	Arthropoda	Insecta	Lepidoptera	Choreutidae	Choreutinae	NA	Rhobonda	NA	2	2
rhodoneura_terminalis	7	29	36	0	n	Arthropoda	Insecta	Lepidoptera	Thyrididae	Siculodinae	NA	Rhodoneura	NA	3	3
rhogalia_epigena	127	2	129	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Phalerinae	NA	Rhogalia	NA	121	54
rhuda_difficilis	158	26	184	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Rhuda	NA	123	98
rhynchopyga_cryptoleuca	22	1	23	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Rhynchopyga	NA	18	18
ridens_biolleyi	18	11	29	15	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Ridens	NA	17	17
ridens_mephitisdhj02	13	1	14	13	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Ridens	NA	12	12
ridens_panche	72	4	76	61	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrginae	NA	Ridens	NA	59	56
rifargia_mortis	17	20	37	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Rifargia	NA	17	10
rivula_poole02dhj03	10	1	11	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Rivulinae	NA	Rivula	NA	9	7
rivula_poole03	268	3	271	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Rivulinae	NA	Rivula	NA	209	133
rivula_poole05	44	1	45	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Rivulinae	NA	Rivula	NA	37	29
robinsonia_deiopea	21	2	23	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Robinsonia	NA	21	17
rolepa_nigrostriga	9	2	11	0	n	Arthropoda	Insecta	Lepidoptera	Phiditiidae	NA	NA	Rolepa	NA	9	7
rosema_attenuata	223	41	264	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Rosema	NA	217	114
rosema_deolis	32	2	34	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Rosema	NA	30	23
rothschildia_erycina	45	143	188	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Saturniinae	Attacini	Rothschildia	NA	43	24
rothschildia_lebeau	268	141	409	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Saturniinae	Attacini	Rothschildia	4	259	82
rothschildia_triloba	87	52	139	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Saturniinae	Attacini	Rothschildia	4	76	68
sabulodes_loba	27	4	31	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Sabulodes	NA	26	24
salbia_cassidalis	0	52	52	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
salbia_dapkey30	26	4	30	17	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Salbia	NA	18	11
salbia_haemorrhoidalis	141	33	174	27	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Salbia	NA	69	21
saliana_antoninus	141	74	215	113	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Saliana	NA	106	98
saliana_burns03	100	14	114	82	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Saliana	NA	84	82
saliana_esperi	102	332	434	92	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Saliana	NA	89	87
saliana_fusta	120	105	225	113	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Saliana	NA	117	98
saliana_placens	41	9	50	33	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Saliana	NA	36	36
saliana_severus	60	81	141	52	y	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Saliana	NA	58	55
sanys_capsicata	28	1	29	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Sanys	NA	23	21
sanys_poole02	34	4	38	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	NA	Sanys	NA	18	16
sarsina_purpurascens	1	8	9	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Lymantriinae	NA	Sarsina	NA	1	1
scaptius_obscurata	23	1	24	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Scaptius	NA	17	13
scaptius_vinasia	78	2	80	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	NA	Scaptius	NA	77	60
scena_potentia	19	1	20	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	Scena	NA	19	12
scopifera_antelia	145	9	154	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	NA	Scopifera	NA	99	43
scotura_annulata	12	1	13	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Dioptinae	NA	Scotura	NA	12	10
scotura_leucophleps	14	1	15	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Dioptinae	NA	Scotura	NA	2	2
scotura_leucophlepsdhj05	56	53	109	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Dioptinae	NA	Scotura	NA	49	41
seirocastnia_tribuna	17	31	48	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agaristinae	NA	Seirocastnia	4	17	14
semaeopus_illimitatadhj02	2	1	3	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Semaeopus	NA	2	2
semaeopus_janzen05	1	3	4	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Semaeopus	NA	1	1
semaeopus_janzen08	99	17	116	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Semaeopus	NA	64	42
semaeopus_janzen108	13	1	14	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	NA	Semaeopus	NA	11	9
